phase,angle_label,depth_left_m,depth_right_m,l1,cosine_distance,js_divergence,freq_l1
multiring_spiral,corner_pos_neg,1.0,3.0,5.7642842875793576e-05,0.4554098844528198,0.17518702149391174,0.003605047706514597
multiring_spiral,corner_pos_neg,3.0,5.0,5.8620375057216734e-05,0.4553452730178833,0.17985418438911438,0.00333638908341527
multiring_spiral,corner_pos_neg,5.0,7.0,5.873128247912973e-05,0.46831488609313965,0.18142983317375183,0.002887262962758541
multiring_spiral,corner_pos_neg,7.0,10.0,5.9405225329101086e-05,0.473488986492157,0.18491414189338684,0.0034786551259458065
multiring_spiral,corner_pos_pos,1.0,3.0,5.732172940042801e-05,0.44948065280914307,0.17261752486228943,0.003601080970838666
multiring_spiral,corner_pos_pos,3.0,5.0,5.8848800108535215e-05,0.46326136589050293,0.18188893795013428,0.003370197955518961
multiring_spiral,corner_pos_pos,5.0,7.0,5.854300252394751e-05,0.46077537536621094,0.18014615774154663,0.0028978679329156876
multiring_spiral,corner_pos_pos,7.0,10.0,5.9567493735812604e-05,0.4759865999221802,0.18475636839866638,0.003455578815191984
multiring_spiral,x_neg_edge,1.0,3.0,5.2279017836553976e-05,0.3848841190338135,0.14665082097053528,0.0022171649616211653
multiring_spiral,x_neg_edge,3.0,5.0,5.279417018755339e-05,0.40170174837112427,0.14988644421100616,0.001960162306204438
multiring_spiral,x_neg_edge,5.0,7.0,5.2310322644189e-05,0.38997822999954224,0.14320547878742218,0.0016789776273071766
multiring_spiral,x_neg_edge,7.0,10.0,5.616365160676651e-05,0.4341859221458435,0.16777421534061432,0.001951466198079288
multiring_spiral,x_pos_edge,1.0,3.0,5.319867341313511e-05,0.4012146592140198,0.15145747363567352,0.0022213843185454607
multiring_spiral,x_pos_edge,3.0,5.0,5.4677508160239086e-05,0.42217206954956055,0.1573401391506195,0.001982670510187745
multiring_spiral,x_pos_edge,5.0,7.0,5.3821106121176854e-05,0.4068678021430969,0.15068639814853668,0.0017367735272273421
multiring_spiral,x_pos_edge,7.0,10.0,5.740370397688821e-05,0.4518340229988098,0.17287878692150116,0.0020341873168945312
multiring_spiral,y_neg_edge,1.0,3.0,5.4112515499582514e-05,0.4064018130302429,0.1562267541885376,0.002156879287213087
multiring_spiral,y_neg_edge,3.0,5.0,5.5207889090524986e-05,0.4275220036506653,0.1607360541820526,0.0018579937750473619
multiring_spiral,y_neg_edge,5.0,7.0,5.168234201846644e-05,0.38347113132476807,0.13957759737968445,0.0016094723250716925
multiring_spiral,y_neg_edge,7.0,10.0,5.698037057300098e-05,0.451845645904541,0.17108622193336487,0.0018003317527472973
multiring_spiral,y_pos_edge,1.0,3.0,5.34023238287773e-05,0.3971191644668579,0.15260367095470428,0.0021704856771975756
multiring_spiral,y_pos_edge,3.0,5.0,5.4608583013759926e-05,0.4199104309082031,0.15855112671852112,0.001901363953948021
multiring_spiral,y_pos_edge,5.0,7.0,5.346795660443604e-05,0.4053885340690613,0.14915016293525696,0.0016990156145766377
multiring_spiral,y_pos_edge,7.0,10.0,5.645355486194603e-05,0.42310667037963867,0.1658618152141571,0.0018738212529569864
