scene,frame_id,phase,patch_size,psf_size,depth_delta_m,patch_depth_min_m,patch_depth_max_m,patch_depth_fisher_scalar,plus_l1,plus_cosine_distance,plus_js_divergence,plus_poisson_mahalanobis,plus_ssim,plus_freq_l1,minus_l1,minus_cosine_distance,minus_js_divergence,minus_poisson_mahalanobis,minus_ssim,minus_freq_l1,tiny_probe_train_accuracy
ai_001_001,0000,random,6,15,0.5,3.919921875,3.9375,0.09861688315868378,0.00031365087488666177,0.00010132789611816406,2.5304816517746076e-05,0.0002029470488196239,0.5249675735831261,0.0008187360363081098,0.00036218285094946623,0.00011706352233886719,2.9198447009548545e-05,0.00023247464559972286,0.300744254142046,0.0009608864784240723,0.75
